state_pc,infl_pneumonia_rate,fake_year_treated,pop3,year,rand_e,rand_st,rand_yr,treated,fake_value,true_treatment_effect
CO,236.484152264893,1930,1016.04602050781,1928,-16.0596400724007,5.45036015296508,3.80550724654658,0,234.523427604684,0
CO,236.484152264893,1930,1016.04602050781,1929,-9.01513252363448,5.45036015296508,5.28517737963575,0,235.301861866215,0
CO,236.484152264893,1930,1016.04602050781,1930,5.9558344300146,5.45036015296508,0.046750644680619,1,236.537037224832,0
CO,236.484152264893,1930,1016.04602050781,1931,-2.55550296999749,5.45036015296508,9.1333140894142,1,228.64076297229,-7.49946868477741
CO,236.484152264893,1930,1016.04602050781,1932,12.3460804353385,5.45036015296508,-12.6819007742547,1,221.540691884863,-14.9989373695549
CO,236.484152264893,1930,1016.04602050781,1933,-7.78203626952292,5.45036015296508,3.87536030090232,1,212.856274583357,-22.4984060543323
CO,236.484152264893,1930,1016.04602050781,1934,-8.72916753376122,5.45036015296508,6.28552423477519,1,205.382600968849,-29.9978747391097
CO,236.484152264893,1930,1016.04602050781,1935,-20.2111710537568,5.45036015296508,9.73012923256978,1,196.907162181962,-37.4973434238871
CO,236.484152264893,1930,1016.04602050781,1936,-3.14523534374986,5.45036015296508,-8.35893072400666,1,190.209834070357,-44.9968121086646
CO,236.484152264893,1930,1016.04602050781,1937,5.7471847352936,5.45036015296508,13.7726732302221,1,184.706187591195,-52.496280793442
CO,236.484152264893,1930,1016.04602050781,1938,0.340065062955387,5.45036015296508,5.6873983893923,1,176.261743197142,-59.9957494782194
CO,236.484152264893,1930,1016.04602050781,1939,6.02477782393866,5.45036015296508,-2.12516273339671,1,168.940117732324,-67.4952181629968
CO,236.484152264893,1930,1016.04602050781,1940,9.25998587129336,5.45036015296508,2.08322301643512,1,161.974589139773,-74.9946868477742
CO,236.484152264893,1930,1016.04602050781,1941,-0.669892797529837,5.45036015296508,-1.50790417333031,1,153.302576228625,-82.4941555325517
CO,236.484152264893,1930,1016.04602050781,1942,9.96264626244759,5.45036015296508,14.1619339420622,1,147.649853355615,-89.9936242173291
CO,236.484152264893,1930,1016.04602050781,1943,-0.68185387655757,5.45036015296508,5.30075449167385,1,138.642875684418,-97.4930929021065
CO,236.484152264893,1930,1016.04602050781,1944,-2.54968261014855,5.45036015296508,18.0410969758613,1,131.593641250491,-104.992561586884
CO,236.484152264893,1930,1016.04602050781,1945,1.52105116871134,5.45036015296508,9.42137365214459,1,124.070259777414,-112.492030271661
CO,236.484152264893,1930,1016.04602050781,1946,2.95934618716253,5.45036015296508,-10.4825059530873,1,115.71942661422,-119.991498956439
CO,236.484152264893,1930,1016.04602050781,1947,7.4906975160576,5.45036015296508,-1.52831535909216,1,109.120802592031,-127.490967641216
CO,236.484152264893,1930,1016.04602050781,1948,12.0976723139873,5.45036015296508,0.147128138754818,1,102.165803561939,-134.990436325994
CO,236.484152264893,1930,1016.04602050781,1949,-7.49274202655058,5.45036015296508,10.3362613052121,1,93.216750101431,-142.489905010771
CO,236.484152264893,1930,1016.04602050781,1950,0.77637473923976,5.45036015296508,6.56819606159632,1,86.3557898310518,-149.989373695549
CT,113.277730997652,2020,1559.01916503906,1928,-7.31140617306835,24.421123864415,3.80550724654658,0,110.294753356231,0
CT,113.277730997652,2020,1559.01916503906,1929,13.4428785134423,24.421123864415,5.28517737963575,0,112.444165331536,0
CT,113.277730997652,2020,1559.01916503906,1930,-0.690264137661752,24.421123864415,0.046750644680619,0,110.768929729678,0
CT,113.277730997652,2020,1559.01916503906,1931,-5.73166306947679,24.421123864415,9.1333140894142,0,110.719118008733,0
CT,113.277730997652,2020,1559.01916503906,1932,1.26276376448526,24.421123864415,-12.6819007742547,0,110.327799948946,0
CT,113.277730997652,2020,1559.01916503906,1933,2.91392168556024,24.421123864415,3.87536030090232,0,111.320778794811,0
CT,113.277730997652,2020,1559.01916503906,1934,8.81906646699876,24.421123864415,6.28552423477519,0,112.031801469649,0
CT,113.277730997652,2020,1559.01916503906,1935,-19.5816198776349,24.421123864415,9.73012923256978,0,109.363963085075,0
CT,113.277730997652,2020,1559.01916503906,1936,-6.50501453155831,24.421123864415,-8.35893072400666,0,109.767170621854,0
CT,113.277730997652,2020,1559.01916503906,1937,-17.2420830237829,24.421123864415,13.7726732302221,0,109.800043970343,0
CT,113.277730997652,2020,1559.01916503906,1938,0.19940358908012,24.421123864415,5.6873983893923,0,111.139928889588,0
CT,113.277730997652,2020,1559.01916503906,1939,7.31409298966366,24.421123864415,-2.12516273339671,0,111.460769773507,0
CT,113.277730997652,2020,1559.01916503906,1940,16.1328812003373,24.421123864415,2.08322301643512,0,112.553067882066,0
CT,113.277730997652,2020,1559.01916503906,1941,7.36099831085051,24.421123864415,-1.50790417333031,0,111.496323233629,0
CT,113.277730997652,2020,1559.01916503906,1942,-1.26301532497161,24.421123864415,14.1619339420622,0,111.417413775816,0
CT,113.277730997652,2020,1559.01916503906,1943,-9.13690347465749,24.421123864415,5.30075449167385,0,110.186965988328,0
CT,113.277730997652,2020,1559.01916503906,1944,-1.52750135066342,24.421123864415,18.0410969758613,0,111.584923324937,0
CT,113.277730997652,2020,1559.01916503906,1945,12.7194831284112,24.421123864415,9.42137365214459,0,112.578635606659,0
CT,113.277730997652,2020,1559.01916503906,1946,-5.68714328525033,24.421123864415,-10.4825059530873,0,109.742778985031,0
CT,113.277730997652,2020,1559.01916503906,1947,17.5010093484436,24.421123864415,-1.52831535909216,0,112.5093037781,0
CT,113.277730997652,2020,1559.01916503906,1948,4.65852248191901,24.421123864415,0.147128138754818,0,111.30882726634,0
CT,113.277730997652,2020,1559.01916503906,1949,4.1611832883308,24.421123864415,10.3362613052121,0,111.768550005304,0
CT,113.277730997652,2020,1559.01916503906,1950,20.4824604732137,24.421123864415,6.56819606159632,0,113.212274461612,0
DE,135.568960104138,1945,234.921340942383,1928,-8.20057522390905,3.78382367507851,3.80550724654658,0,134.560795576566,0
DE,135.568960104138,1945,234.921340942383,1929,7.22871594878875,3.78382367507851,5.28517737963575,0,136.177708200491,0
DE,135.568960104138,1945,234.921340942383,1930,4.34036649997458,3.78382367507851,0.046750644680619,0,135.626951918861,0
DE,135.568960104138,1945,234.921340942383,1931,-12.9514789252962,3.78382367507851,9.1333140894142,0,134.352095548571,0
DE,135.568960104138,1945,234.921340942383,1932,-5.3667441103895,3.78382367507851,-12.6819007742547,0,134.019808286878,0
DE,135.568960104138,1945,234.921340942383,1933,2.08431696990383,3.78382367507851,3.87536030090232,0,135.592777448665,0
DE,135.568960104138,1945,234.921340942383,1934,-4.13762778404674,3.78382367507851,6.28552423477519,0,135.091091169964,0
DE,135.568960104138,1945,234.921340942383,1935,-2.99271807273958,3.78382367507851,9.73012923256978,0,135.377812390984,0
DE,135.568960104138,1945,234.921340942383,1936,-15.6285644743041,3.78382367507851,-8.35893072400666,0,133.209774752999,0
DE,135.568960104138,1945,234.921340942383,1937,-1.75893403585483,3.78382367507851,13.7726732302221,0,135.703317994555,0
DE,135.568960104138,1945,234.921340942383,1938,-4.06272623207687,3.78382367507851,5.6873983893923,0,135.068675032892,0
DE,135.568960104138,1945,234.921340942383,1939,-2.47551975023811,3.78382367507851,-2.12516273339671,0,134.836767624936,0
DE,135.568960104138,1945,234.921340942383,1940,4.77237647496313,3.78382367507851,2.08322301643512,0,135.771976534948,0
DE,135.568960104138,1945,234.921340942383,1941,0.0238053689076263,3.78382367507851,-1.50790417333031,0,135.117563064854,0
DE,135.568960104138,1945,234.921340942383,1942,-15.3874464512173,3.78382367507851,14.1619339420622,0,134.359929788611,0
DE,135.568960104138,1945,234.921340942383,1943,9.75592474189569,3.78382367507851,5.30075449167385,0,136.431207935403,0
DE,135.568960104138,1945,234.921340942383,1944,-0.217599986410459,3.78382367507851,18.0410969758613,0,136.070872586782,0
DE,135.568960104138,1945,234.921340942383,1945,-12.6213066084498,3.78382367507851,9.42137365214459,1,134.399515758392,0
DE,135.568960104138,1945,234.921340942383,1946,3.3462108692271,3.78382367507851,-10.4825059530873,1,132.501250630972,-2.49982289492581
DE,135.568960104138,1945,234.921340942383,1947,11.5338280794309,3.78382367507851,-1.52831535909216,1,131.267898986767,-4.99964578985163
DE,135.568960104138,1945,234.921340942383,1948,9.69783605635912,3.78382367507851,0.147128138754818,1,128.668249064426,-7.49946868477741
DE,135.568960104138,1945,234.921340942383,1949,4.90127029647055,3.78382367507851,10.3362613052121,1,126.198226251834,-9.99929157970324
DE,135.568960104138,1945,234.921340942383,1950,9.47350073129572,3.78382367507851,6.56819606159632,1,123.96722313821,-12.499114474629
FL,125.92610437423,2020,1350.69055175781,1928,3.60639392099399,12.8180363234485,3.80550724654658,0,125.195215496312,0
FL,125.92610437423,2020,1350.69055175781,1929,5.14419706341893,12.8180363234485,5.28517737963575,0,125.422979317209,0
FL,125.92610437423,2020,1350.69055175781,1930,2.83050797719433,12.8180363234485,0.046750644680619,0,124.929689071839,0
FL,125.92610437423,2020,1350.69055175781,1931,-3.07056097880578,12.8180363234485,9.1333140894142,0,124.793910348475,0
FL,125.92610437423,2020,1350.69055175781,1932,-5.24633128202146,12.8180363234485,-12.6819007742547,0,123.48557257497,0
FL,125.92610437423,2020,1350.69055175781,1933,-15.7820574370471,12.8180363234485,3.87536030090232,0,123.259863013225,0
FL,125.92610437423,2020,1350.69055175781,1934,1.68693653564991,12.8180363234485,6.28552423477519,0,125.127270607189,0
FL,125.92610437423,2020,1350.69055175781,1935,4.20839912658177,12.8180363234485,9.73012923256978,0,125.551647116172,0
FL,125.92610437423,2020,1350.69055175781,1936,-13.7100571704891,12.8180363234485,-8.35893072400666,0,122.855348488636,0
FL,125.92610437423,2020,1350.69055175781,1937,-16.043293978271,12.8180363234485,13.7726732302221,0,123.728605005569,0
FL,125.92610437423,2020,1350.69055175781,1938,0.567559624424709,12.8180363234485,5.6873983893923,0,124.985426623797,0
FL,125.92610437423,2020,1350.69055175781,1939,4.32657319133519,12.8180363234485,-2.12516273339671,0,124.970699924349,0
FL,125.92610437423,2020,1350.69055175781,1940,19.222354175631,12.8180363234485,2.08322301643512,0,126.67069731027,0
FL,125.92610437423,2020,1350.69055175781,1941,-13.1126239874678,12.8180363234485,-1.50790417333031,0,123.257643134472,0
FL,125.92610437423,2020,1350.69055175781,1942,9.37582434076861,12.8180363234485,14.1619339420622,0,126.289979873065,0
FL,125.92610437423,2020,1350.69055175781,1943,12.2376279439532,12.8180363234485,5.30075449167385,0,126.133101260864,0
FL,125.92610437423,2020,1350.69055175781,1944,-29.4376588609529,12.8180363234485,18.0410969758613,0,122.602589704583,0
FL,125.92610437423,2020,1350.69055175781,1945,-1.35021308250671,12.8180363234485,9.42137365214459,0,124.980348116242,0
FL,125.92610437423,2020,1350.69055175781,1946,1.33258610113306,12.8180363234485,-10.4825059530873,0,124.253434054344,0
FL,125.92610437423,2020,1350.69055175781,1947,28.322195229558,12.8180363234485,-1.52831535909216,0,127.400104496886,0
FL,125.92610437423,2020,1350.69055175781,1948,1.99790588441896,12.8180363234485,0.147128138754818,0,124.851447737265,0
FL,125.92610437423,2020,1350.69055175781,1949,-8.76031734922396,12.8180363234485,10.3362613052121,0,124.285082072223,0
FL,125.92610437423,2020,1350.69055175781,1950,-3.13868915451097,12.8180363234485,6.56819606159632,0,124.658841629514,0
GA,165.418011602014,1930,2906.39477539063,1928,-8.12322161610114,0.66874727435999,3.80550724654658,0,164.729090075296,0
GA,165.418011602014,1930,2906.39477539063,1929,-18.8373220068438,0.66874727435999,5.28517737963575,0,163.731663542876,0
GA,165.418011602014,1930,2906.39477539063,1930,-10.6910851401363,0.66874727435999,0.046750644680619,1,164.284365892799,0
GA,165.418011602014,1930,2906.39477539063,1931,6.0873701541522,0.66874727435999,9.1333140894142,1,158.917070909687,-7.49946868477741
GA,165.418011602014,1930,2906.39477539063,1932,-6.04180178465512,0.66874727435999,-12.6819007742547,1,149.113924287845,-14.9989373695549
GA,165.418011602014,1930,2906.39477539063,1933,2.98416273822079,0.66874727435999,3.87536030090232,1,143.344915109113,-22.4984060543323
GA,165.418011602014,1930,2906.39477539063,1934,6.38070788884863,0.66874727435999,6.28552423477519,1,136.305609136092,-29.9978747391097
GA,165.418011602014,1930,2906.39477539063,1935,29.5575865501923,0.66874727435999,9.73012923256978,1,131.296058567339,-37.4973434238871
GA,165.418011602014,1930,2906.39477539063,1936,8.89646852263761,0.66874727435999,-8.35893072400666,1,120.826025081977,-44.9968121086646
GA,165.418011602014,1930,2906.39477539063,1937,-3.87814635163685,0.66874727435999,13.7726732302221,1,113.155675107484,-52.496280793442
GA,165.418011602014,1930,2906.39477539063,1938,-20.6803253951933,0.66874727435999,5.6873983893923,1,103.571724776309,-59.9957494782194
GA,165.418011602014,1930,2906.39477539063,1939,-4.00694614280786,0.66874727435999,-2.12516273339671,1,97.3489659606309,-67.4952181629968
GA,165.418011602014,1930,2906.39477539063,1940,-5.2021020366732,0.66874727435999,2.08322301643512,1,89.9404009739585,-74.9946868477743
GA,165.418011602014,1930,2906.39477539063,1941,10.6590321013358,0.66874727435999,-1.50790417333031,1,83.8474893434937,-82.4941555325517
GA,165.418011602014,1930,2906.39477539063,1942,-0.62654708118265,0.66874727435999,14.1619339420622,1,76.0029546462341,-89.9936242173291
GA,165.418011602014,1930,2906.39477539063,1943,21.7823754188738,0.66874727435999,5.30075449167385,1,70.3013192389429,-97.4930929021065
GA,165.418011602014,1930,2906.39477539063,1944,-3.85226820569253,0.66874727435999,18.0410969758613,1,60.8754033159182,-104.992561586884
GA,165.418011602014,1930,2906.39477539063,1945,-5.96768778564913,0.66874727435999,9.42137365214459,1,52.7334065069593,-112.492030271661
GA,165.418011602014,1930,2906.39477539063,1946,-0.855139155830571,0.66874727435999,-10.4825059530873,1,44.7499987049021,-119.991498956439
GA,165.418011602014,1930,2906.39477539063,1947,-6.00733515544461,0.66874727435999,-1.52831535909216,1,37.183019949863,-127.490967641216
GA,165.418011602014,1930,2906.39477539063,1948,-2.11681028661359,0.66874727435999,0.147128138754818,1,30.156375926861,-134.990436325994
GA,165.418011602014,1930,2906.39477539063,1949,-6.60462361967838,0.66874727435999,10.3362613052121,1,22.7175825671,-142.489905010771
GA,165.418011602014,1930,2906.39477539063,1950,-17.4246362620766,0.66874727435999,6.56819606159632,1,13.947709355902,-149.989373695549
IA,126.507820095867,1945,2457.45263671875,1928,-7.08619272846293,5.08346969183165,3.80550724654658,0,125.481129216165,0
IA,126.507820095867,1945,2457.45263671875,1929,-8.86580613954562,5.08346969183165,5.28517737963575,0,125.377151381711,0
IA,126.507820095867,1945,2457.45263671875,1930,1.061707960907,5.08346969183165,0.046750644680619,0,126.107981455009,0
IA,126.507820095867,1945,2457.45263671875,1931,-2.19052357931912,5.08346969183165,9.1333140894142,0,126.237086473223,0
IA,126.507820095867,1945,2457.45263671875,1932,11.1182190274184,5.08346969183165,-12.6819007742547,0,126.477199990713,0
IA,126.507820095867,1945,2457.45263671875,1933,-3.70167547726389,5.08346969183165,3.87536030090232,0,125.823073594003,0
IA,126.507820095867,1945,2457.45263671875,1934,8.00970331629097,5.08346969183165,6.28552423477519,0,127.114719670052,0
IA,126.507820095867,1945,2457.45263671875,1935,-7.13682862526492,5.08346969183165,9.73012923256978,0,125.772296725786,0
IA,126.507820095867,1945,2457.45263671875,1936,9.11430783992772,5.08346969183165,-8.35893072400666,0,126.492957374476,0
IA,126.507820095867,1945,2457.45263671875,1937,-2.1939748709946,5.08346969183165,13.7726732302221,0,126.468709301095,0
IA,126.507820095867,1945,2457.45263671875,1938,9.46522653163624,5.08346969183165,5.6873983893923,0,127.230365699317,0
IA,126.507820095867,1945,2457.45263671875,1939,3.45763179128733,5.08346969183165,-2.12516273339671,0,126.238978169143,0
IA,126.507820095867,1945,2457.45263671875,1940,16.5285901110546,5.08346969183165,2.08322301643512,0,127.756493288611,0
IA,126.507820095867,1945,2457.45263671875,1941,-0.284340329257534,5.08346969183165,-1.50790417333031,0,125.895643885091,0
IA,126.507820095867,1945,2457.45263671875,1942,-8.85443389404868,5.08346969183165,14.1619339420622,0,125.822126434382,0
